,comment,sentiment
159,خواهش میکنم بخونید. به اربعین امام حسین قسمت میدم بخون … خسته شدم. بریدم بخدا.. فروش کلیه گروه خونی او منفی (O-). کبد و مغز استخوانم میدم. برا بدهی مجبورم. بیست و هشت تومن کسری دارم وگرنه باید برم زندان یازده تومن دارم اما بیست و هشت و چهارصد کسری دارم. دو تا دختر دانش آموز دارم. درس میخونن. مستاجرم. زنم بیماری اعصاب روان داره. خرجی ندارن اگه برم بخوابم. وگرنه میرفتم زندان میخوابیدم. تلفن م تلگرام این شماره ست NUM ۱۱. لطفا کسی یا جایی رو میشناسید ک کارش خرید و فروش کلیه س اطلاع بدین. هم یک بیمار ک مهلت کمی داره مطلع بشه منم فرصتم کمه زودتر به نتیجه برسم … خدا میدونه چندبار فکر خودکشی افتادم. چن تا راه حل هم براش جور کردم اما چه بلایی سر بچه هام میاد بدون پدر، باعث انصرافم شده. تو این فکرم اونارو هم با خودم خلاص کنم. هرچی باشه، دیگه زجر نمیکشن. دیگه از نیازمندی و بی پولی، ترس اینو ندارم که چه مصیبت و بلایی سرشون میاد. اونم در این زمونه‌ی سگ مصب ک افتاده رو دست ش نمیگیرن، لگد میزنن که بلند نشه. خجالت زده‌ی رنگ زردشونم. حسرت دیدن میوه و بوی غذای همسایه‌ی بغل دستی، بیشتر شکنجه م میده … شبا ساعت هشت شب با بوی غذای همسایه، کربلا داریم. دخیل یا حسین … کلیه کلیه فروشی فروش کلیه کبد مغزاستخوان مغز استخوان اهدا اهداکلیه پیوند پیوند کلیه پیوندکلیه گروه خونیo گروه خونی نان فقر نیاز نیازمند زندگی زندانی زندان کمک یاری مساعدت انسانیت,-1
160,اگر میخواین برنا مه تون رو فرم بمونه پرویز نیارین جلو دوربین چون نه بیان زیبا داره نه شوخی کردن بلده و نه استایل جلو دوربین ایستادنو داره,-1
161,اینم یه کص کشی مثه بقیه ادمای رژیم,-1
162,چن روزپیش یه ویلا نشون دادن کسی داره پیجشو,0
163,تکرار برنامه ساعت چندهست,0
164,سلام و عرض ادب … آقای رشید پور لطفا عاجزانه ازتون تقاضا دارم صدای هفتاد هزار نفر شرکت کننده آزمون سر دفتری رو که از روز اعلام برگزاری آزمون تا روز اعلام نتایج باشک وشبهات فراوانی برای داوطلبین همراه بوده به گوش مسئولین برسانید … دیروز با اعلام نتایج این آزمون حتی اساتید بزرگ حقوق هم حیرت زده و شوکه شدند چه رسد به داوطلبین … نتایج اعلام شد اما بدون کارنامه تراز و رتبه … بعد ازده سال چشم انتظاری برای برگزاری این آزمون و دست یافتن به شغل مورد علاقه ما تحصیل کردگان حقوق با چه بی عدالتی در دستگاهی که زیر نظر قوه قضاییه است رو به رو شدیم طوریکه بدون تردید همه معتقدن تقلب صورت گرفته و آرزوی ما به رویا وحسرت تبدیل شدتا زمان برگزاری آزمون مجدد که شاید بیست سال دیگر باشد وشاید هم هرگز دیگر برگزار نگردد … معاون سازمان ثبت اعلام کردن دوبرابر ظرفیت پذیرش خواهند_داشت که در نهایت بعد از مصاحبه تحقیق محلی بررسی سلامت و روان و اخلاق ازبین قبول شدگان افراد نهایی پذیرفته شده اعلام خواهند_شداما متاسفانه به این گفته خود هم عمل نکردند … ما خواستار شفاف سازی از سوی این سازمان هستیم,-1
165,سلام وعرض ادب آقای رشید پور از دیروز داریم به صفحه شخصی شما و همینطور حالا خورشید پیام میدیم تو رو خدا به دادمون برسید درخصوص آزمون سردفتری و اعلام نتیجه عجیب و غریب بدون کارنامه و درصد و رتبه و تراز شما به فریاد ما و این ظلم و بی عدالتی برسید,-1
166,سلام اقای رشید پور بانک کشاورزی سبزوار. بخش کارشناس پروژه‌ها برای تایید پروژه‌ها یه مهندس کشاورزیه ایا درسته کسی ک هیچ اطلاعی از ساختمانسازی نداره همچین شخصی سر کار بزارن کسی که هیچ اطلاعی از قیمتهای اجر وسیمان و اهن نداره,-1
167,سلام خسته نباشید اقای رشید پور خوهشا خواهشا از ایرانخودرو هم بگید لطفا ماشینهای مردم رو نمیده میگه قیمت مواد ساخت خودرو بالا رفته آخه منی که دی ماه نود وشش ثبت نام کردم برای مرداد چه گناهی کردم که دوباره باز میخواید ماشین رو گرون کنید و تحویل نمیدید.,-1
168,سلام خسته نباشید آقای رشید پور خواهشا از قشر سرایدار زحمت کش و حقوق پایین آموزش و پرورش هم بگید و یک نفررا بعنوان نماینده این قشر ب برنامتون بیارید تامسءولین کشور ببینند ک درخصوص این قشر بی عدالتی وبی توجهی زیادی شده مچکریم,-1
169,سکه ثامن بدون بازپرس سکه ثامن بی صاحب ثامن پرونده بیقاضی پرونده بدون بازپرس سکه ثامن سکه ثامن بازپرس ندارد!,-1
170,سکه ثامن بدون بازپرس سکه ثامن بی صاحب ثامن پرونده بیقاضی پرونده بدون بازپرس سکه ثامن سکه ثامن بازپرس ندارد! لطفا بگید پرونده سکه ثامن بازپرس نداره و حالا که متهم رو گرفتن چرا دادرسی تسریع نمیشه,-1
171,سکه ثامن بدون بازپرس سکه ثامن بی صاحب ثامن پرونده بیقاضی پرونده بدون بازپرس سکه ثامن سکه ثامن بازپرس ندارد! یکی نباید به داد ما برسه ما چرا باید اینقدر منتظر بمونیم گناه ما الان چیه پول هست متهم هست شاکی هست مشکل کجاست که پیگیری ارام صورت میگیرد,-1
172,سلام دوست گرامی. سامانه «هفتاد سی» کاربران را در NUM۲ درصد سود بازار بزرگ محصولات اعتباری از جمله شارژ و بسته‌های اینترنت و قبض و … شریک می‌کند. شما روی خرید کسانی که از طریق شما با سایت و اپ NUM۴ آشنا شده_اند، سود مشخص خواهید_داشت. شناسه‌ی معرف هنگام ثبت نام: ۳d NUM۴ اپ NUM۴ رو از برنامه بازار دانلود کنید به پیج من هم سر بزنید ممنون,0
173,با عرض سلام و خسته نباشید خدمت مجری گرانقدر و توانای برنامه‌ی حالا خورشید جناب اقای رشید پور عزیز که همیشه بی پرده و صریح حرفشون رو رو انتن میزنند … بنده حقیر از جانب هزاران نفر معترض به شیوه‌ی برگزاری ازمون سردفتری سال NUM۲، و اعلام نتایج ازمون ان هم بصورت بسیار بسیار نامعتبر و غیر استاندارد بدون حتی ترازنامه و درصدی برای قبولی و ردی‌های ازمون این پیام رو براتون دارم میفرستم بنده فریبامحمدپور یکی از داوطلبین معترض به چگونگی برگزاری ازمون سردفتری و اعلام نتایج هستم.. و ازتون عاجزانه خواهشمندم صدای ما را به گوش مسئولیت محترم و مردم برسانید. تا متوجه‌ی این اجحاف بزرگی که در حق داوطلبینی که شب بیداری‌ها کشیدند و هزینه‌های سنگینی را برای جمع اوری منابع متحمل شدند، و همچنین سختی حاضر شدن در محل برگزاری ازمون‌ها که استان‌های همجوار بوده برسانید … و لطفا با ما داوطلبین معترض برای شفاف ساری سازمان ثبت و احقاق حق ما حقوق خواندگان همراه شوید ,0
174,خدا رحمت کند,-1
175,رشید پور عزیز و دوست داشتنی چرا از بحث دلار دور شدی تو رو خدا مردم گرفتار یه لقمه نون سر سفر هاشون هستن شاید بتونی با ادامه دادنش کمکی به هم وطن‌های عزیزت بکنی امیدوارم همیشه سلامت باشی,-1
176,سلام میخان بنزین گرون کنند حالا هرروز قاچاق سوخت تو اخبار نشون. میدن. الان هم با کارت بنزین میزنیم,-1
177,سلام وخسته نباشید لطفا برای لغو قطعی معدل کاری بکنید خواهش میکنم بچه‌های ما اولین دوره بودن که دوره ششم رو شروع کردن وتا دوازدهم چون اولین دوره بودن سختی زیادی کشیدن از دیر اومدن تستها وکتابهای درسی تا اشتباهات کلی کتابها الانم میخوان معدل نهایی رو تاثیر قطعی بدن که‌ی نوع مافیا پشت این کاره لطفا مطرح کنید,-1
